Reference year,Region of usual residence (SA4),Sex,Age,Weighted median of Weekly earnings in main job (for means and medians) (%)
2016,Northern Territory,Male,25-29 years,1300.0
2016,Northern Territory,Male,30-34 years,1477.6
2016,Northern Territory,Male,35-39 years,1511.5
2016,Northern Territory,Male,40-44 years,1594.2
2016,Northern Territory,Male,45-49 years,1474.6
2016,Northern Territory,Male,50-54 years,1923.3
2016,Northern Territory,Male,55-59 years,1419.8
2016,Northern Territory,Male,60-64 years,1680.1
2016,Northern Territory,Male,65-69 years,0.0
2016,Northern Territory,Male,70-74 years,0.0
2016,Northern Territory,Male,75 years and over,0.0
2016,Northern Territory,Female,15-19 years,248.2
2016,Northern Territory,Female,20-24 years,750.0
2016,Northern Territory,Female,25-29 years,900.0
2016,Northern Territory,Female,30-34 years,1026.0
2016,Northern Territory,Female,35-39 years,1200.0
2016,Northern Territory,Female,40-44 years,1050.6
2016,Northern Territory,Female,45-49 years,1207.1
2016,Northern Territory,Female,50-54 years,1314.7
2016,Northern Territory,Female,55-59 years,1234.2
2016,Northern Territory,Female,60-64 years,1053.6
2016,Northern Territory,Female,65-69 years,0.0
2016,Northern Territory,Female,70-74 years,0.0
2016,Northern Territory,Female,75 years and over,0.0
2016,Australian Capital Territory,Male,15-19 years,441.8
2016,Australian Capital Territory,Male,20-24 years,792.8
2016,Australian Capital Territory,Male,25-29 years,1334.0
2016,Australian Capital Territory,Male,30-34 years,1553.2
2016,Australian Capital Territory,Male,35-39 years,1688.9
2016,Australian Capital Territory,Male,40-44 years,1610.4
2016,Australian Capital Territory,Male,45-49 years,1797.5
2016,Australian Capital Territory,Male,50-54 years,1994.0
2016,Australian Capital Territory,Male,55-59 years,1719.7
2016,Australian Capital Territory,Male,60-64 years,1136.7
2016,Australian Capital Territory,Male,65-69 years,0.0
2016,Australian Capital Territory,Male,70-74 years,0.0
2016,Australian Capital Territory,Male,75 years and over,0.0
2016,Australian Capital Territory,Female,15-19 years,229.5
2016,Australian Capital Territory,Female,20-24 years,898.4
2016,Australian Capital Territory,Female,25-29 years,1208.6
2016,Australian Capital Territory,Female,30-34 years,1073.6
2016,Australian Capital Territory,Female,35-39 years,1249.9
2016,Australian Capital Territory,Female,40-44 years,1193.9
2016,Australian Capital Territory,Female,45-49 years,1249.0
2016,Australian Capital Territory,Female,50-54 years,1494.4
2016,Australian Capital Territory,Female,55-59 years,1454.6
2016,Australian Capital Territory,Female,60-64 years,1400.0
2016,Australian Capital Territory,Female,65-69 years,0.0
2016,Australian Capital Territory,Female,70-74 years,0.0
2016,Australian Capital Territory,Female,75 years and over,0.0
2016,Total,Male,15-19 years,209.0
2016,Total,Male,20-24 years,750.0
2016,Total,Male,25-29 years,1063.5
2016,Total,Male,30-34 years,1281.0
2016,Total,Male,35-39 years,1433.1
2016,Total,Male,40-44 years,1500.0
2016,Total,Male,45-49 years,1440.0
2016,Total,Male,50-54 years,1433.0
2016,Total,Male,55-59 years,1400.0
2016,Total,Male,60-64 years,1250.0
2016,Total,Male,65-69 years,945.3
2016,Total,Male,70-74 years,800.0
2016,Total,Male,75 years and over,535.1
2016,Total,Female,15-19 years,176.3
2016,Total,Female,20-24 years,671.0
2016,Total,Female,25-29 years,965.5
2016,Total,Female,30-34 years,980.0
2016,Total,Female,35-39 years,950.3
2016,Total,Female,40-44 years,994.3
2016,Total,Female,45-49 years,960.2
2016,Total,Female,50-54 years,996.2
2016,Total,Female,55-59 years,900.0
2016,Total,Female,60-64 years,850.0
2016,Total,Female,65-69 years,740.0
2016,Total,Female,70-74 years,547.2
2016,Total,Female,75 years and over,0.0
2017,New South Wales,Male,15-19 years,341.5
2017,New South Wales,Male,20-24 years,800.0
2017,New South Wales,Male,25-29 years,1078.3
2017,New South Wales,Male,30-34 years,1396.4
2017,New South Wales,Male,35-39 years,1500.0
2017,New South Wales,Male,40-44 years,1673.5
2017,New South Wales,Male,45-49 years,1500.0
2017,New South Wales,Male,50-54 years,1400.0
2017,New South Wales,Male,55-59 years,1400.0
2017,New South Wales,Male,60-64 years,1154.1
2017,New South Wales,Male,65-69 years,1236.3
2017,New South Wales,Male,70-74 years,972.7
2017,New South Wales,Male,75 years and over,0.0
2017,New South Wales,Female,15-19 years,180.0
2017,New South Wales,Female,20-24 years,700.0
2017,New South Wales,Female,25-29 years,955.4
2017,New South Wales,Female,30-34 years,1072.9
2017,New South Wales,Female,35-39 years,1000.0
2017,New South Wales,Female,40-44 years,1026.5
2017,New South Wales,Female,45-49 years,1000.0
2017,New South Wales,Female,50-54 years,950.0
2017,New South Wales,Female,55-59 years,1000.0
2017,New South Wales,Female,60-64 years,909.5
2017,New South Wales,Female,65-69 years,841.5
2017,New South Wales,Female,70-74 years,0.0
2017,New South Wales,Female,75 years and over,0.0
2017,Victoria,Male,15-19 years,170.0
2017,Victoria,Male,20-24 years,798.4
2017,Victoria,Male,25-29 years,1100.0
2017,Victoria,Male,30-34 years,1261.1
2017,Victoria,Male,35-39 years,1498.9
2017,Victoria,Male,40-44 years,1497.6
2017,Victoria,Male,45-49 years,1439.4
2017,Victoria,Male,50-54 years,1400.0
2017,Victoria,Male,55-59 years,1293.3
2017,Victoria,Male,60-64 years,1267.1
2017,Victoria,Male,65-69 years,1305.4
2017,Victoria,Male,70-74 years,567.8
2017,Victoria,Male,75 years and over,0.0
2017,Victoria,Female,15-19 years,186.3
2017,Victoria,Female,20-24 years,622.4
2017,Victoria,Female,25-29 years,964.5
2017,Victoria,Female,30-34 years,1000.0
2017,Victoria,Female,35-39 years,1050.0
2017,Victoria,Female,40-44 years,1023.4
2017,Victoria,Female,45-49 years,968.2
2017,Victoria,Female,50-54 years,917.0
2017,Victoria,Female,55-59 years,899.2
2017,Victoria,Female,60-64 years,800.0
2017,Victoria,Female,65-69 years,645.6
2017,Victoria,Female,70-74 years,0.0
2017,Victoria,Female,75 years and over,0.0
2017,Queensland,Male,15-19 years,243.6
2017,Queensland,Male,20-24 years,758.2
2017,Queensland,Male,25-29 years,1141.9
2017,Queensland,Male,30-34 years,1231.4
2017,Queensland,Male,35-39 years,1438.3
2017,Queensland,Male,40-44 years,1405.5
2017,Queensland,Male,45-49 years,1656.8
2017,Queensland,Male,50-54 years,1500.0
2017,Queensland,Male,55-59 years,1500.0
2017,Queensland,Male,60-64 years,1185.0
2017,Queensland,Male,65-69 years,952.0
2017,Queensland,Male,70-74 years,0.0
2017,Queensland,Male,75 years and over,0.0
2017,Queensland,Female,15-19 years,165.0
2017,Queensland,Female,20-24 years,750.0
2017,Queensland,Female,25-29 years,900.8
2017,Queensland,Female,30-34 years,1000.0
2017,Queensland,Female,35-39 years,916.8
2017,Queensland,Female,40-44 years,972.2
2017,Queensland,Female,45-49 years,908.9
2017,Queensland,Female,50-54 years,1000.0
2017,Queensland,Female,55-59 years,1039.8
2017,Queensland,Female,60-64 years,832.5
2017,Queensland,Female,65-69 years,738.2
2017,Queensland,Female,70-74 years,0.0
2017,Queensland,Female,75 years and over,0.0
2017,South Australia,Male,15-19 years,213.7
2017,South Australia,Male,20-24 years,708.9
2017,South Australia,Male,25-29 years,1047.5
2017,South Australia,Male,30-34 years,1100.0
2017,South Australia,Male,35-39 years,1246.0
2017,South Australia,Male,40-44 years,1200.0
2017,South Australia,Male,45-49 years,1379.7
2017,South Australia,Male,50-54 years,1432.7
2017,South Australia,Male,55-59 years,1250.0
2017,South Australia,Male,60-64 years,1276.4
2017,South Australia,Male,65-69 years,641.5
2017,South Australia,Male,70-74 years,0.0
2017,South Australia,Male,75 years and over,0.0
2017,South Australia,Female,15-19 years,156.6
2017,South Australia,Female,20-24 years,700.6
2017,South Australia,Female,25-29 years,891.5
2017,South Australia,Female,30-34 years,900.0
2017,South Australia,Female,35-39 years,866.6
2017,South Australia,Female,40-44 years,846.8
2017,South Australia,Female,45-49 years,1000.0
2017,South Australia,Female,50-54 years,865.5
2017,South Australia,Female,55-59 years,1000.0
2017,South Australia,Female,60-64 years,899.3
2017,South Australia,Female,65-69 years,712.7
2017,South Australia,Female,70-74 years,0.0
2017,South Australia,Female,75 years and over,0.0
2017,Western Australia,Male,15-19 years,200.0
2017,Western Australia,Male,20-24 years,860.4
2017,Western Australia,Male,25-29 years,1108.9
2017,Western Australia,Male,30-34 years,1459.1
2017,Western Australia,Male,35-39 years,1458.2
2017,Western Australia,Male,40-44 years,1750.0
2017,Western Australia,Male,45-49 years,1741.8
2017,Western Australia,Male,50-54 years,1640.8
2017,Western Australia,Male,55-59 years,1528.2
2017,Western Australia,Male,60-64 years,1588.3
2017,Western Australia,Male,65-69 years,1220.3
2017,Western Australia,Male,70-74 years,0.0
2017,Western Australia,Male,75 years and over,0.0
2017,Western Australia,Female,15-19 years,279.3
2017,Western Australia,Female,20-24 years,721.5
2017,Western Australia,Female,25-29 years,899.2
2017,Western Australia,Female,30-34 years,1000.0
2017,Western Australia,Female,35-39 years,1024.2
2017,Western Australia,Female,40-44 years,1022.6
2017,Western Australia,Female,45-49 years,1050.0
2017,Western Australia,Female,50-54 years,1149.9
2017,Western Australia,Female,55-59 years,1114.9
2017,Western Australia,Female,60-64 years,786.2
2017,Western Australia,Female,65-69 years,463.0
2017,Western Australia,Female,70-74 years,0.0
2017,Western Australia,Female,75 years and over,0.0
2017,Tasmania,Male,15-19 years,158.8
2017,Tasmania,Male,20-24 years,955.5
2017,Tasmania,Male,25-29 years,1077.1
2017,Tasmania,Male,30-34 years,1200.0
2017,Tasmania,Male,35-39 years,1300.0
2017,Tasmania,Male,40-44 years,1136.5
2017,Tasmania,Male,45-49 years,1195.8
2017,Tasmania,Male,50-54 years,1302.5
2017,Tasmania,Male,55-59 years,1316.3
2017,Tasmania,Male,60-64 years,1114.3
2017,Tasmania,Male,65-69 years,0.0
2017,Tasmania,Male,70-74 years,0.0
2017,Tasmania,Male,75 years and over,0.0
2017,Tasmania,Female,15-19 years,160.0
2017,Tasmania,Female,20-24 years,623.0
2017,Tasmania,Female,25-29 years,900.0
2017,Tasmania,Female,30-34 years,750.0
2017,Tasmania,Female,35-39 years,750.0
2017,Tasmania,Female,40-44 years,758.1
2017,Tasmania,Female,45-49 years,820.7
2017,Tasmania,Female,50-54 years,820.1
2017,Tasmania,Female,55-59 years,766.1
2017,Tasmania,Female,60-64 years,771.4
2017,Tasmania,Female,65-69 years,0.0
2017,Tasmania,Female,70-74 years,0.0
2017,Tasmania,Female,75 years and over,0.0
2017,Northern Territory,Male,15-19 years,496.2
2017,Northern Territory,Male,20-24 years,1000.0
2017,Northern Territory,Male,25-29 years,1442.0
2017,Northern Territory,Male,30-34 years,1417.1
2017,Northern Territory,Male,35-39 years,1514.5
2017,Northern Territory,Male,40-44 years,1500.0
2017,Northern Territory,Male,45-49 years,1614.9
2017,Northern Territory,Male,50-54 years,1848.4
2017,Northern Territory,Male,55-59 years,1624.9
2017,Northern Territory,Male,60-64 years,925.8
2017,Northern Territory,Male,65-69 years,0.0
2017,Northern Territory,Male,70-74 years,0.0
2017,Northern Territory,Male,75 years and over,0.0
2017,Northern Territory,Female,15-19 years,335.9
2017,Northern Territory,Female,20-24 years,907.3
2017,Northern Territory,Female,25-29 years,1068.0
2017,Northern Territory,Female,30-34 years,1168.2
2017,Northern Territory,Female,35-39 years,1200.0
2017,Northern Territory,Female,40-44 years,1293.5
2017,Northern Territory,Female,45-49 years,1338.1
2017,Northern Territory,Female,50-54 years,1380.9
2017,Northern Territory,Female,55-59 years,1083.9
2017,Northern Territory,Female,60-64 years,1070.8
2017,Northern Territory,Female,65-69 years,0.0
2017,Northern Territory,Female,70-74 years,0.0
2017,Northern Territory,Female,75 years and over,0.0
2017,Australian Capital Territory,Male,15-19 years,142.4
2017,Australian Capital Territory,Male,20-24 years,776.6
2017,Australian Capital Territory,Male,25-29 years,1145.2
2017,Australian Capital Territory,Male,30-34 years,1400.0
2017,Australian Capital Territory,Male,35-39 years,1906.7
2017,Australian Capital Territory,Male,40-44 years,2000.0
2017,Australian Capital Territory,Male,45-49 years,1754.6
2017,Australian Capital Territory,Male,50-54 years,2058.5
2017,Australian Capital Territory,Male,55-59 years,1729.3
2017,Australian Capital Territory,Male,60-64 years,1871.3
2017,Australian Capital Territory,Male,65-69 years,0.0
2017,Australian Capital Territory,Male,70-74 years,0.0
2017,Australian Capital Territory,Male,75 years and over,0.0
2017,Australian Capital Territory,Female,15-19 years,106.4
2017,Australian Capital Territory,Female,20-24 years,742.5
2017,Australian Capital Territory,Female,25-29 years,1274.9
2017,Australian Capital Territory,Female,30-34 years,1197.7
2017,Australian Capital Territory,Female,35-39 years,1400.0
2017,Australian Capital Territory,Female,40-44 years,1408.9
2017,Australian Capital Territory,Female,45-49 years,1500.0
2017,Australian Capital Territory,Female,50-54 years,1634.4
2017,Australian Capital Territory,Female,55-59 years,1305.4
2017,Australian Capital Territory,Female,60-64 years,1078.9
2017,Australian Capital Territory,Female,65-69 years,0.0
2017,Australian Capital Territory,Female,70-74 years,0.0
2017,Australian Capital Territory,Female,75 years and over,0.0
2017,Total,Male,15-19 years,240.0
2017,Total,Male,20-24 years,780.0
2017,Total,Male,25-29 years,1100.0
2017,Total,Male,30-34 years,1300.0
2017,Total,Male,35-39 years,1466.8
2017,Total,Male,40-44 years,1509.9
2017,Total,Male,45-49 years,1500.0
2017,Total,Male,50-54 years,1500.0
2017,Total,Male,55-59 years,1400.0
2017,Total,Male,60-64 years,1246.0
2017,Total,Male,65-69 years,1150.0
2017,Total,Male,70-74 years,877.2
2017,Total,Male,75 years and over,695.9
2017,Total,Female,15-19 years,180.0
2017,Total,Female,20-24 years,700.0
2017,Total,Female,25-29 years,950.0
2017,Total,Female,30-34 years,1004.0
2017,Total,Female,35-39 years,1000.0
2017,Total,Female,40-44 years,1000.0
2017,Total,Female,45-49 years,972.2
2017,Total,Female,50-54 years,950.0
2017,Total,Female,55-59 years,974.3
2017,Total,Female,60-64 years,873.6
2017,Total,Female,65-69 years,743.8
2017,Total,Female,70-74 years,687.5
2017,Total,Female,75 years and over,0.0
2018,New South Wales,Male,15-19 years,353.7
2018,New South Wales,Male,20-24 years,800.0
2018,New South Wales,Male,25-29 years,1188.5
2018,New South Wales,Male,30-34 years,1358.4
2018,New South Wales,Male,35-39 years,1577.9
2018,New South Wales,Male,40-44 years,1652.6
2018,New South Wales,Male,45-49 years,1515.8
2018,New South Wales,Male,50-54 years,1522.0
2018,New South Wales,Male,55-59 years,1595.4
2018,New South Wales,Male,60-64 years,1437.0
2018,New South Wales,Male,65-69 years,1143.7
2018,New South Wales,Male,70-74 years,799.8
2018,New South Wales,Male,75 years and over,0.0
2018,New South Wales,Female,15-19 years,211.8
2018,New South Wales,Female,20-24 years,748.4
2018,New South Wales,Female,25-29 years,1000.0
2018,New South Wales,Female,30-34 years,1063.5
2018,New South Wales,Female,35-39 years,1035.0
2018,New South Wales,Female,40-44 years,1000.0
2018,New South Wales,Female,45-49 years,1073.2
2018,New South Wales,Female,50-54 years,1018.8
2018,New South Wales,Female,55-59 years,993.9
2018,New South Wales,Female,60-64 years,873.7
2018,New South Wales,Female,65-69 years,920.0
2018,New South Wales,Female,70-74 years,360.8
2018,New South Wales,Female,75 years and over,0.0
2018,Victoria,Male,15-19 years,269.7
2018,Victoria,Male,20-24 years,800.0
2018,Victoria,Male,25-29 years,1100.0
2018,Victoria,Male,30-34 years,1400.0
2018,Victoria,Male,35-39 years,1500.0
2018,Victoria,Male,40-44 years,1500.0
2018,Victoria,Male,45-49 years,1534.0
2018,Victoria,Male,50-54 years,1479.8
2018,Victoria,Male,55-59 years,1550.0
2018,Victoria,Male,60-64 years,1228.6
2018,Victoria,Male,65-69 years,1056.3
2018,Victoria,Male,70-74 years,0.0
2018,Victoria,Male,75 years and over,0.0
2018,Victoria,Female,15-19 years,130.1
2018,Victoria,Female,20-24 years,650.0
2018,Victoria,Female,25-29 years,1024.0
2018,Victoria,Female,30-34 years,958.1
2018,Victoria,Female,35-39 years,1046.9
2018,Victoria,Female,40-44 years,1017.0
2018,Victoria,Female,45-49 years,1045.0
2018,Victoria,Female,50-54 years,982.4
2018,Victoria,Female,55-59 years,922.8
2018,Victoria,Female,60-64 years,900.0
2018,Victoria,Female,65-69 years,981.7
2018,Victoria,Female,70-74 years,0.0
2018,Victoria,Female,75 years and over,0.0
2018,Queensland,Male,15-19 years,246.8
2018,Queensland,Male,20-24 years,855.0
2018,Queensland,Male,25-29 years,1123.1
2018,Queensland,Male,30-34 years,1346.6
2018,Queensland,Male,35-39 years,1500.0
2018,Queensland,Male,40-44 years,1519.5
2018,Queensland,Male,45-49 years,1500.0
2018,Queensland,Male,50-54 years,1481.8
2018,Queensland,Male,55-59 years,1574.7
2018,Queensland,Male,60-64 years,1395.9
2018,Queensland,Male,65-69 years,1292.7
2018,Queensland,Male,70-74 years,0.0
2018,Queensland,Male,75 years and over,0.0
2018,Queensland,Female,15-19 years,200.0
2018,Queensland,Female,20-24 years,702.3
2018,Queensland,Female,25-29 years,985.0
2018,Queensland,Female,30-34 years,1000.0
2018,Queensland,Female,35-39 years,1050.0
2018,Queensland,Female,40-44 years,1000.0
2018,Queensland,Female,45-49 years,1099.6
2018,Queensland,Female,50-54 years,981.7
2018,Queensland,Female,55-59 years,1000.0
2018,Queensland,Female,60-64 years,1000.0
2018,Queensland,Female,65-69 years,540.3
2018,Queensland,Female,70-74 years,0.0
2018,Queensland,Female,75 years and over,0.0
2018,South Australia,Male,15-19 years,245.5
2018,South Australia,Male,20-24 years,806.6
2018,South Australia,Male,25-29 years,985.3
2018,South Australia,Male,30-34 years,1266.4
2018,South Australia,Male,35-39 years,1319.5
2018,South Australia,Male,40-44 years,1341.4
2018,South Australia,Male,45-49 years,1359.5
2018,South Australia,Male,50-54 years,1348.7
2018,South Australia,Male,55-59 years,1399.1
2018,South Australia,Male,60-64 years,1094.4
2018,South Australia,Male,65-69 years,1139.5
2018,South Australia,Male,70-74 years,0.0
2018,South Australia,Male,75 years and over,0.0
2018,South Australia,Female,15-19 years,180.0
2018,South Australia,Female,20-24 years,700.0
2018,South Australia,Female,25-29 years,800.0
2018,South Australia,Female,30-34 years,1000.0
2018,South Australia,Female,35-39 years,972.9
2018,South Australia,Female,40-44 years,894.6
2018,South Australia,Female,45-49 years,896.1
2018,South Australia,Female,50-54 years,958.5
2018,South Australia,Female,55-59 years,967.7
2018,South Australia,Female,60-64 years,794.8
2018,South Australia,Female,65-69 years,796.4
2018,South Australia,Female,70-74 years,0.0
2018,South Australia,Female,75 years and over,0.0
2018,Western Australia,Male,15-19 years,244.1
2018,Western Australia,Male,20-24 years,800.0
2018,Western Australia,Male,25-29 years,1343.5
2018,Western Australia,Male,30-34 years,1600.0
2018,Western Australia,Male,35-39 years,1850.0
2018,Western Australia,Male,40-44 years,1860.0
2018,Western Australia,Male,45-49 years,1750.0
2018,Western Australia,Male,50-54 years,1801.4
2018,Western Australia,Male,55-59 years,1673.0
2018,Western Australia,Male,60-64 years,1388.2
2018,Western Australia,Male,65-69 years,801.3
2018,Western Australia,Male,70-74 years,0.0
2018,Western Australia,Male,75 years and over,0.0
2018,Western Australia,Female,15-19 years,192.7
2018,Western Australia,Female,20-24 years,700.0
2018,Western Australia,Female,25-29 years,1035.0
2018,Western Australia,Female,30-34 years,1100.0
2018,Western Australia,Female,35-39 years,899.9
2018,Western Australia,Female,40-44 years,1150.0
2018,Western Australia,Female,45-49 years,1000.0
2018,Western Australia,Female,50-54 years,1000.0
2018,Western Australia,Female,55-59 years,1000.0
2018,Western Australia,Female,60-64 years,928.0
2018,Western Australia,Female,65-69 years,946.1
2018,Western Australia,Female,70-74 years,0.0
2018,Western Australia,Female,75 years and over,0.0
2018,Tasmania,Male,15-19 years,209.4
2018,Tasmania,Male,20-24 years,900.0
2018,Tasmania,Male,25-29 years,1051.4
2018,Tasmania,Male,30-34 years,1300.0
2018,Tasmania,Male,35-39 years,1185.7
2018,Tasmania,Male,40-44 years,1333.8
2018,Tasmania,Male,45-49 years,1250.0
2018,Tasmania,Male,50-54 years,1280.6
2018,Tasmania,Male,55-59 years,1375.2
2018,Tasmania,Male,60-64 years,1064.9
2018,Tasmania,Male,65-69 years,660.0
2018,Tasmania,Male,70-74 years,0.0
2018,Tasmania,Male,75 years and over,0.0
2018,Tasmania,Female,15-19 years,300.0
2018,Tasmania,Female,20-24 years,610.7
2018,Tasmania,Female,25-29 years,845.1
2018,Tasmania,Female,30-34 years,921.0
2018,Tasmania,Female,35-39 years,1037.0
2018,Tasmania,Female,40-44 years,900.0
2018,Tasmania,Female,45-49 years,925.0
2018,Tasmania,Female,50-54 years,916.3
2018,Tasmania,Female,55-59 years,913.8
2018,Tasmania,Female,60-64 years,850.0
2018,Tasmania,Female,65-69 years,497.8
2018,Tasmania,Female,70-74 years,0.0
2018,Tasmania,Female,75 years and over,0.0
2018,Northern Territory,Male,15-19 years,456.7
2018,Northern Territory,Male,20-24 years,1000.0
2018,Northern Territory,Male,25-29 years,1154.6
2018,Northern Territory,Male,30-34 years,1322.2
2018,Northern Territory,Male,35-39 years,1597.8
2018,Northern Territory,Male,40-44 years,2014.4
2018,Northern Territory,Male,45-49 years,1660.4
2018,Northern Territory,Male,50-54 years,1371.2
2018,Northern Territory,Male,55-59 years,1856.9
2018,Northern Territory,Male,60-64 years,1825.2
2018,Northern Territory,Male,65-69 years,0.0
2018,Northern Territory,Male,70-74 years,0.0
2018,Northern Territory,Male,75 years and over,0.0
2018,Northern Territory,Female,15-19 years,183.4
2018,Northern Territory,Female,20-24 years,950.1
2018,Northern Territory,Female,25-29 years,1100.0
2018,Northern Territory,Female,30-34 years,1199.0
2018,Northern Territory,Female,35-39 years,1161.7
2018,Northern Territory,Female,40-44 years,1405.5
2018,Northern Territory,Female,45-49 years,1250.4
2018,Northern Territory,Female,50-54 years,1502.9
2018,Northern Territory,Female,55-59 years,1358.1
2018,Northern Territory,Female,60-64 years,936.5
2018,Northern Territory,Female,65-69 years,0.0
2018,Northern Territory,Female,70-74 years,0.0
2018,Northern Territory,Female,75 years and over,0.0
2018,Australian Capital Territory,Male,15-19 years,237.4
2018,Australian Capital Territory,Male,20-24 years,626.8
2018,Australian Capital Territory,Male,25-29 years,1336.2
2018,Australian Capital Territory,Male,30-34 years,1604.8
2018,Australian Capital Territory,Male,35-39 years,1911.2
2018,Australian Capital Territory,Male,40-44 years,1513.4
2018,Australian Capital Territory,Male,45-49 years,1836.3
2018,Australian Capital Territory,Male,50-54 years,1675.1
2018,Australian Capital Territory,Male,55-59 years,1742.7
2018,Australian Capital Territory,Male,60-64 years,1690.2
2018,Australian Capital Territory,Male,65-69 years,0.0
2018,Australian Capital Territory,Male,70-74 years,0.0
2018,Australian Capital Territory,Male,75 years and over,0.0
2018,Australian Capital Territory,Female,15-19 years,203.7
2018,Australian Capital Territory,Female,20-24 years,600.0
2018,Australian Capital Territory,Female,25-29 years,1006.5
2018,Australian Capital Territory,Female,30-34 years,1250.0
2018,Australian Capital Territory,Female,35-39 years,1500.0
2018,Australian Capital Territory,Female,40-44 years,1433.1
2018,Australian Capital Territory,Female,45-49 years,1252.5
2018,Australian Capital Territory,Female,50-54 years,1601.5
2018,Australian Capital Territory,Female,55-59 years,1653.4
2018,Australian Capital Territory,Female,60-64 years,1072.4
2018,Australian Capital Territory,Female,65-69 years,0.0
2018,Australian Capital Territory,Female,70-74 years,0.0
2018,Australian Capital Territory,Female,75 years and over,0.0
2018,Total,Male,15-19 years,300.0
2018,Total,Male,20-24 years,806.7
2018,Total,Male,25-29 years,1150.0
2018,Total,Male,30-34 years,1396.4
2018,Total,Male,35-39 years,1500.0
2018,Total,Male,40-44 years,1563.4
2018,Total,Male,45-49 years,1529.4
2018,Total,Male,50-54 years,1500.0
2018,Total,Male,55-59 years,1550.9
2018,Total,Male,60-64 years,1300.0
2018,Total,Male,65-69 years,1100.0
2018,Total,Male,70-74 years,974.0
2018,Total,Male,75 years and over,728.9
2018,Total,Female,15-19 years,192.0
2018,Total,Female,20-24 years,698.4
2018,Total,Female,25-29 years,1000.0
2018,Total,Female,30-34 years,1042.2
2018,Total,Female,35-39 years,1031.4
2018,Total,Female,40-44 years,1000.0
2018,Total,Female,45-49 years,1050.0
2018,Total,Female,50-54 years,1000.0
2018,Total,Female,55-59 years,985.7
2018,Total,Female,60-64 years,900.0
2018,Total,Female,65-69 years,821.1
2018,Total,Female,70-74 years,536.3
2018,Total,Female,75 years and over,592.2
2019,New South Wales,Male,15-19 years,394.2
2019,New South Wales,Male,20-24 years,846.2
2019,New South Wales,Male,25-29 years,1219.4
2019,New South Wales,Male,30-34 years,1380.0
2019,New South Wales,Male,35-39 years,1610.0
2019,New South Wales,Male,40-44 years,1629.2
2019,New South Wales,Male,45-49 years,1535.3
2019,New South Wales,Male,50-54 years,1610.4
2019,New South Wales,Male,55-59 years,1600.0
2019,New South Wales,Male,60-64 years,1300.0
2019,New South Wales,Male,65-69 years,1149.7
2019,New South Wales,Male,70-74 years,1607.0
2019,New South Wales,Male,75 years and over,0.0
2019,New South Wales,Female,15-19 years,200.0
2019,New South Wales,Female,20-24 years,648.3
2019,New South Wales,Female,25-29 years,1096.7
2019,New South Wales,Female,30-34 years,1100.0
2019,New South Wales,Female,35-39 years,1150.6
2019,New South Wales,Female,40-44 years,1134.0
2019,New South Wales,Female,45-49 years,1174.0
2019,New South Wales,Female,50-54 years,1150.0
2019,New South Wales,Female,55-59 years,1000.0
2019,New South Wales,Female,60-64 years,884.4
2019,New South Wales,Female,65-69 years,933.4
2019,New South Wales,Female,70-74 years,641.1
2019,New South Wales,Female,75 years and over,0.0
2019,Victoria,Male,15-19 years,261.0
2019,Victoria,Male,20-24 years,754.7
2019,Victoria,Male,25-29 years,1067.6
2019,Victoria,Male,30-34 years,1438.2
2019,Victoria,Male,35-39 years,1400.5
2019,Victoria,Male,40-44 years,1561.1
2019,Victoria,Male,45-49 years,1750.0
2019,Victoria,Male,50-54 years,1577.8
2019,Victoria,Male,55-59 years,1592.2
2019,Victoria,Male,60-64 years,1250.0
2019,Victoria,Male,65-69 years,1260.9
2019,Victoria,Male,70-74 years,897.0
2019,Victoria,Male,75 years and over,0.0
2019,Victoria,Female,15-19 years,164.5
2019,Victoria,Female,20-24 years,500.6
2019,Victoria,Female,25-29 years,1000.0
2019,Victoria,Female,30-34 years,1150.0
2019,Victoria,Female,35-39 years,1050.4
2019,Victoria,Female,40-44 years,1188.9
2019,Victoria,Female,45-49 years,1000.0
2019,Victoria,Female,50-54 years,1000.0
2019,Victoria,Female,55-59 years,980.3
2019,Victoria,Female,60-64 years,939.2
2019,Victoria,Female,65-69 years,661.5
2019,Victoria,Female,70-74 years,363.9
2019,Victoria,Female,75 years and over,0.0
2019,Queensland,Male,15-19 years,360.6
2019,Queensland,Male,20-24 years,850.0
2019,Queensland,Male,25-29 years,1156.0
2019,Queensland,Male,30-34 years,1344.3
2019,Queensland,Male,35-39 years,1500.0
2019,Queensland,Male,40-44 years,1518.9
2019,Queensland,Male,45-49 years,1593.8
2019,Queensland,Male,50-54 years,1520.3
2019,Queensland,Male,55-59 years,1465.5
2019,Queensland,Male,60-64 years,1447.2
2019,Queensland,Male,65-69 years,1250.0
2019,Queensland,Male,70-74 years,0.0
2019,Queensland,Male,75 years and over,0.0
2019,Queensland,Female,15-19 years,213.6
2019,Queensland,Female,20-24 years,800.0
2019,Queensland,Female,25-29 years,967.2
2019,Queensland,Female,30-34 years,976.5
2019,Queensland,Female,35-39 years,1000.0
2019,Queensland,Female,40-44 years,1000.0
2019,Queensland,Female,45-49 years,1080.0
2019,Queensland,Female,50-54 years,1042.7
2019,Queensland,Female,55-59 years,949.2
2019,Queensland,Female,60-64 years,840.4
2019,Queensland,Female,65-69 years,1000.0
2019,Queensland,Female,70-74 years,0.0
