Year,State,Sex,Industry,Median_Weekly
2016,South Australia,Male,Health Care and Social Assistance,1200
2016,South Australia,Male,Arts and Recreation Services,0
2016,South Australia,Male,Other Services,1000
2016,South Australia,Female,"Agriculture, Forestry and Fishing",0
2016,South Australia,Female,Mining,0
2016,South Australia,Female,Manufacturing,759.6
2016,South Australia,Female,"Electricity, Gas, Water and Waste Services",0
2016,South Australia,Female,Construction,0
2016,South Australia,Female,Wholesale Trade,908.1
2016,South Australia,Female,Retail Trade,500
2016,South Australia,Female,Accommodation and Food Services,400
2016,South Australia,Female,"Transport, Postal and Warehousing",0
2016,South Australia,Female,Information Media and Telecommunications,0
2016,South Australia,Female,Financial and Insurance Services,829.8
2016,South Australia,Female,"Rental, Hiring and Real Estate Services",794
2016,South Australia,Female,"Professional, Scientific and Technical Services",1147.7
2016,South Australia,Female,Administrative and Support Services,500
2016,South Australia,Female,Public Administration and Safety,1150
2016,South Australia,Female,Education and Training,1000
2016,South Australia,Female,Health Care and Social Assistance,825.4
2016,South Australia,Female,Arts and Recreation Services,0
2016,South Australia,Female,Other Services,800
2016,Western Australia,Male,"Agriculture, Forestry and Fishing",1200
2016,Western Australia,Male,Mining,2235.8
2016,Western Australia,Male,Manufacturing,1337.6
2016,Western Australia,Male,"Electricity, Gas, Water and Waste Services",1678.8
2016,Western Australia,Male,Construction,1313.9
2016,Western Australia,Male,Wholesale Trade,1300
2016,Western Australia,Male,Retail Trade,900
2016,Western Australia,Male,Accommodation and Food Services,455.8
2016,Western Australia,Male,"Transport, Postal and Warehousing",1501.2
2016,Western Australia,Male,Information Media and Telecommunications,0
2016,Western Australia,Male,Financial and Insurance Services,1627
2016,Western Australia,Male,"Rental, Hiring and Real Estate Services",1663.2
2016,Western Australia,Male,"Professional, Scientific and Technical Services",1553
2016,Western Australia,Male,Administrative and Support Services,954.5
2016,Western Australia,Male,Public Administration and Safety,1319.3
2016,Western Australia,Male,Education and Training,1341.2
2016,Western Australia,Male,Health Care and Social Assistance,1376.9
2016,Western Australia,Male,Arts and Recreation Services,885.9
2016,Western Australia,Male,Other Services,1001.3
2016,Western Australia,Female,"Agriculture, Forestry and Fishing",0
2016,Western Australia,Female,Mining,1378
2016,Western Australia,Female,Manufacturing,803.2
2016,Western Australia,Female,"Electricity, Gas, Water and Waste Services",0
2016,Western Australia,Female,Construction,1083.4
2016,Western Australia,Female,Wholesale Trade,0
2016,Western Australia,Female,Retail Trade,570.2
2016,Western Australia,Female,Accommodation and Food Services,361.9
2016,Western Australia,Female,"Transport, Postal and Warehousing",750.3
2016,Western Australia,Female,Information Media and Telecommunications,0
2016,Western Australia,Female,Financial and Insurance Services,1000
2016,Western Australia,Female,"Rental, Hiring and Real Estate Services",958.4
2016,Western Australia,Female,"Professional, Scientific and Technical Services",1167.8
2016,Western Australia,Female,Administrative and Support Services,748
2016,Western Australia,Female,Public Administration and Safety,1345.2
2016,Western Australia,Female,Education and Training,1010.2
2016,Western Australia,Female,Health Care and Social Assistance,984
2016,Western Australia,Female,Arts and Recreation Services,402.7
2016,Western Australia,Female,Other Services,752.4
2016,Tasmania,Male,"Agriculture, Forestry and Fishing",927.5
2016,Tasmania,Male,Mining,1645.1
2016,Tasmania,Male,Manufacturing,1124.7
2016,Tasmania,Male,"Electricity, Gas, Water and Waste Services",1802.9
2016,Tasmania,Male,Construction,1052
2016,Tasmania,Male,Wholesale Trade,1183.3
2016,Tasmania,Male,Retail Trade,799.1
2016,Tasmania,Male,Accommodation and Food Services,643.1
2016,Tasmania,Male,"Transport, Postal and Warehousing",1107.5
2016,Tasmania,Male,Information Media and Telecommunications,0
2016,Tasmania,Male,Financial and Insurance Services,0
2016,Tasmania,Male,"Rental, Hiring and Real Estate Services",0
2016,Tasmania,Male,"Professional, Scientific and Technical Services",1272.2
2016,Tasmania,Male,Administrative and Support Services,0
2016,Tasmania,Male,Public Administration and Safety,1071.4
2016,Tasmania,Male,Education and Training,1156.5
2016,Tasmania,Male,Health Care and Social Assistance,1250
2016,Tasmania,Male,Arts and Recreation Services,0
2016,Tasmania,Male,Other Services,888
2016,Tasmania,Female,"Agriculture, Forestry and Fishing",640
2016,Tasmania,Female,Mining,0
2016,Tasmania,Female,Manufacturing,882.4
2016,Tasmania,Female,"Electricity, Gas, Water and Waste Services",0
2016,Tasmania,Female,Construction,0
2016,Tasmania,Female,Wholesale Trade,0
2016,Tasmania,Female,Retail Trade,587.5
2016,Tasmania,Female,Accommodation and Food Services,355.1
2016,Tasmania,Female,"Transport, Postal and Warehousing",0
2016,Tasmania,Female,Information Media and Telecommunications,0
2016,Tasmania,Female,Financial and Insurance Services,890.2
2016,Tasmania,Female,"Rental, Hiring and Real Estate Services",0
2016,Tasmania,Female,"Professional, Scientific and Technical Services",872.7
2016,Tasmania,Female,Administrative and Support Services,0
2016,Tasmania,Female,Public Administration and Safety,1085.4
2016,Tasmania,Female,Education and Training,812.9
2016,Tasmania,Female,Health Care and Social Assistance,765
2016,Tasmania,Female,Arts and Recreation Services,0
2016,Tasmania,Female,Other Services,0
2016,Northern Territory,Male,"Agriculture, Forestry and Fishing",0
2016,Northern Territory,Male,Mining,2540.4
2016,Northern Territory,Male,Manufacturing,1400
2016,Northern Territory,Male,"Electricity, Gas, Water and Waste Services",0
2016,Northern Territory,Male,Construction,1600
2016,Northern Territory,Male,Wholesale Trade,1527.3
2016,Northern Territory,Male,Retail Trade,848.2
2016,Northern Territory,Male,Accommodation and Food Services,684
2016,Northern Territory,Male,"Transport, Postal and Warehousing",1296.1
2016,Northern Territory,Male,Information Media and Telecommunications,0
2016,Northern Territory,Male,Financial and Insurance Services,0
2016,Northern Territory,Male,"Rental, Hiring and Real Estate Services",0
2016,Northern Territory,Male,"Professional, Scientific and Technical Services",2272.1
2016,Northern Territory,Male,Administrative and Support Services,0
2016,Northern Territory,Male,Public Administration and Safety,1665.6
2016,Northern Territory,Male,Education and Training,1320.7
2016,Northern Territory,Male,Health Care and Social Assistance,1415.1
2016,Northern Territory,Male,Arts and Recreation Services,0
2016,Northern Territory,Male,Other Services,1200
2016,Northern Territory,Female,"Agriculture, Forestry and Fishing",0
2016,Northern Territory,Female,Mining,0
2016,Northern Territory,Female,Manufacturing,0
2016,Northern Territory,Female,"Electricity, Gas, Water and Waste Services",0
2016,Northern Territory,Female,Construction,0
2016,Northern Territory,Female,Wholesale Trade,0
2016,Northern Territory,Female,Retail Trade,795.9
2016,Northern Territory,Female,Accommodation and Food Services,718.5
2016,Northern Territory,Female,"Transport, Postal and Warehousing",0
2016,Northern Territory,Female,Information Media and Telecommunications,0
2016,Northern Territory,Female,Financial and Insurance Services,0
2016,Northern Territory,Female,"Rental, Hiring and Real Estate Services",0
2016,Northern Territory,Female,"Professional, Scientific and Technical Services",1294.2
2016,Northern Territory,Female,Administrative and Support Services,0
2016,Northern Territory,Female,Public Administration and Safety,1250
2016,Northern Territory,Female,Education and Training,1178.6
2016,Northern Territory,Female,Health Care and Social Assistance,1100
2016,Northern Territory,Female,Arts and Recreation Services,0
2016,Northern Territory,Female,Other Services,0
2016,Australian Capital Territory,Male,"Agriculture, Forestry and Fishing",0
2016,Australian Capital Territory,Male,Mining,0
2016,Australian Capital Territory,Male,Manufacturing,0
2016,Australian Capital Territory,Male,"Electricity, Gas, Water and Waste Services",0
2016,Australian Capital Territory,Male,Construction,1428.1
2016,Australian Capital Territory,Male,Wholesale Trade,0
2016,Australian Capital Territory,Male,Retail Trade,931.3
2016,Australian Capital Territory,Male,Accommodation and Food Services,488.5
2016,Australian Capital Territory,Male,"Transport, Postal and Warehousing",1399.7
2016,Australian Capital Territory,Male,Information Media and Telecommunications,0
2016,Australian Capital Territory,Male,Financial and Insurance Services,0
2016,Australian Capital Territory,Male,"Rental, Hiring and Real Estate Services",0
2016,Australian Capital Territory,Male,"Professional, Scientific and Technical Services",1671.8
2016,Australian Capital Territory,Male,Administrative and Support Services,0
2016,Australian Capital Territory,Male,Public Administration and Safety,1726
2016,Australian Capital Territory,Male,Education and Training,1269.3
2016,Australian Capital Territory,Male,Health Care and Social Assistance,1231.3
2016,Australian Capital Territory,Male,Arts and Recreation Services,0
2016,Australian Capital Territory,Male,Other Services,0
2016,Australian Capital Territory,Female,"Agriculture, Forestry and Fishing",0
2016,Australian Capital Territory,Female,Mining,0
2016,Australian Capital Territory,Female,Manufacturing,0
2016,Australian Capital Territory,Female,"Electricity, Gas, Water and Waste Services",0
2016,Australian Capital Territory,Female,Construction,0
2016,Australian Capital Territory,Female,Wholesale Trade,0
2016,Australian Capital Territory,Female,Retail Trade,750
2016,Australian Capital Territory,Female,Accommodation and Food Services,393.9
2016,Australian Capital Territory,Female,"Transport, Postal and Warehousing",0
2016,Australian Capital Territory,Female,Information Media and Telecommunications,0
2016,Australian Capital Territory,Female,Financial and Insurance Services,0
2016,Australian Capital Territory,Female,"Rental, Hiring and Real Estate Services",0
2016,Australian Capital Territory,Female,"Professional, Scientific and Technical Services",1072
2016,Australian Capital Territory,Female,Administrative and Support Services,0
2016,Australian Capital Territory,Female,Public Administration and Safety,1465.6
2016,Australian Capital Territory,Female,Education and Training,1151
2016,Australian Capital Territory,Female,Health Care and Social Assistance,1136.6
2016,Australian Capital Territory,Female,Arts and Recreation Services,0
2016,Australian Capital Territory,Female,Other Services,0
2016,Total,Male,"Agriculture, Forestry and Fishing",1000
2016,Total,Male,Mining,2106.3
2016,Total,Male,Manufacturing,1200
2016,Total,Male,"Electricity, Gas, Water and Waste Services",1534
2016,Total,Male,Construction,1200
2016,Total,Male,Wholesale Trade,1200
2016,Total,Male,Retail Trade,820
2016,Total,Male,Accommodation and Food Services,590.9
2016,Total,Male,"Transport, Postal and Warehousing",1246
2016,Total,Male,Information Media and Telecommunications,1393
2016,Total,Male,Financial and Insurance Services,1681.5
2016,Total,Male,"Rental, Hiring and Real Estate Services",1456.4
2016,Total,Male,"Professional, Scientific and Technical Services",1500
2016,Total,Male,Administrative and Support Services,958.4
2016,Total,Male,Public Administration and Safety,1460.1
2016,Total,Male,Education and Training,1250
2016,Total,Male,Health Care and Social Assistance,1200
2016,Total,Male,Arts and Recreation Services,975.9
2016,Total,Male,Other Services,1076.2
2016,Total,Female,"Agriculture, Forestry and Fishing",735.1
2016,Total,Female,Mining,1602.3
2016,Total,Female,Manufacturing,898
2016,Total,Female,"Electricity, Gas, Water and Waste Services",1142.1
2016,Total,Female,Construction,851.8
2016,Total,Female,Wholesale Trade,922.8
2016,Total,Female,Retail Trade,555.6
2016,Total,Female,Accommodation and Food Services,438.9
2016,Total,Female,"Transport, Postal and Warehousing",969
2016,Total,Female,Information Media and Telecommunications,1046.8
2016,Total,Female,Financial and Insurance Services,1145.7
2016,Total,Female,"Rental, Hiring and Real Estate Services",900
2016,Total,Female,"Professional, Scientific and Technical Services",1068.5
2016,Total,Female,Administrative and Support Services,800
2016,Total,Female,Public Administration and Safety,1214.1
2016,Total,Female,Education and Training,1000
2016,Total,Female,Health Care and Social Assistance,897
2016,Total,Female,Arts and Recreation Services,650
2016,Total,Female,Other Services,690
2017,New South Wales,Male,"Agriculture, Forestry and Fishing",940.3
2017,New South Wales,Male,Mining,2500
2017,New South Wales,Male,Manufacturing,1145.4
2017,New South Wales,Male,"Electricity, Gas, Water and Waste Services",1526.5
2017,New South Wales,Male,Construction,1200
2017,New South Wales,Male,Wholesale Trade,1327.7
2017,New South Wales,Male,Retail Trade,850
2017,New South Wales,Male,Accommodation and Food Services,700
2017,New South Wales,Male,"Transport, Postal and Warehousing",1200
2017,New South Wales,Male,Information Media and Telecommunications,1766.3
2017,New South Wales,Male,Financial and Insurance Services,1951.8
2017,New South Wales,Male,"Rental, Hiring and Real Estate Services",1349.6
2017,New South Wales,Male,"Professional, Scientific and Technical Services",1800
2017,New South Wales,Male,Administrative and Support Services,1004.2
2017,New South Wales,Male,Public Administration and Safety,1399.7
2017,New South Wales,Male,Education and Training,1414.7
2017,New South Wales,Male,Health Care and Social Assistance,1194.6
2017,New South Wales,Male,Arts and Recreation Services,800
2017,New South Wales,Male,Other Services,1001.3
2017,New South Wales,Female,"Agriculture, Forestry and Fishing",0
2017,New South Wales,Female,Mining,0
2017,New South Wales,Female,Manufacturing,902
2017,New South Wales,Female,"Electricity, Gas, Water and Waste Services",0
2017,New South Wales,Female,Construction,830.3
2017,New South Wales,Female,Wholesale Trade,951.2
2017,New South Wales,Female,Retail Trade,600
2017,New South Wales,Female,Accommodation and Food Services,422.5
2017,New South Wales,Female,"Transport, Postal and Warehousing",998.8
2017,New South Wales,Female,Information Media and Telecommunications,1131.4
2017,New South Wales,Female,Financial and Insurance Services,1153.1
2017,New South Wales,Female,"Rental, Hiring and Real Estate Services",915.4
2017,New South Wales,Female,"Professional, Scientific and Technical Services",1247
2017,New South Wales,Female,Administrative and Support Services,823.7
2017,New South Wales,Female,Public Administration and Safety,1400
2017,New South Wales,Female,Education and Training,991.6
2017,New South Wales,Female,Health Care and Social Assistance,903.6
2017,New South Wales,Female,Arts and Recreation Services,768.2
2017,New South Wales,Female,Other Services,698
2017,Victoria,Male,"Agriculture, Forestry and Fishing",1019.9
2017,Victoria,Male,Mining,0
2017,Victoria,Male,Manufacturing,1170.3
2017,Victoria,Male,"Electricity, Gas, Water and Waste Services",1400
2017,Victoria,Male,Construction,1250
2017,Victoria,Male,Wholesale Trade,1153.2
2017,Victoria,Male,Retail Trade,810.9
2017,Victoria,Male,Accommodation and Food Services,600
2017,Victoria,Male,"Transport, Postal and Warehousing",1300
2017,Victoria,Male,Information Media and Telecommunications,1437.2
2017,Victoria,Male,Financial and Insurance Services,1834.9
2017,Victoria,Male,"Rental, Hiring and Real Estate Services",1289.2
2017,Victoria,Male,"Professional, Scientific and Technical Services",1841
2017,Victoria,Male,Administrative and Support Services,873.5
2017,Victoria,Male,Public Administration and Safety,1483
2017,Victoria,Male,Education and Training,1400
2017,Victoria,Male,Health Care and Social Assistance,1040.4
2017,Victoria,Male,Arts and Recreation Services,840.1
2017,Victoria,Male,Other Services,1116.3
2017,Victoria,Female,"Agriculture, Forestry and Fishing",0
2017,Victoria,Female,Mining,0
2017,Victoria,Female,Manufacturing,850
2017,Victoria,Female,"Electricity, Gas, Water and Waste Services",0
2017,Victoria,Female,Construction,1264
2017,Victoria,Female,Wholesale Trade,1000
2017,Victoria,Female,Retail Trade,651.9
2017,Victoria,Female,Accommodation and Food Services,410.7
2017,Victoria,Female,"Transport, Postal and Warehousing",901
2017,Victoria,Female,Information Media and Telecommunications,974.7
2017,Victoria,Female,Financial and Insurance Services,1240.9
2017,Victoria,Female,"Rental, Hiring and Real Estate Services",846.5
2017,Victoria,Female,"Professional, Scientific and Technical Services",1035
2017,Victoria,Female,Administrative and Support Services,881.2
2017,Victoria,Female,Public Administration and Safety,1100
2017,Victoria,Female,Education and Training,1128.2
2017,Victoria,Female,Health Care and Social Assistance,900
2017,Victoria,Female,Arts and Recreation Services,449.8
2017,Victoria,Female,Other Services,727.1
2017,Queensland,Male,"Agriculture, Forestry and Fishing",880.7
2017,Queensland,Male,Mining,2167.6
2017,Queensland,Male,Manufacturing,1199.5
2017,Queensland,Male,"Electricity, Gas, Water and Waste Services",1954.2
2017,Queensland,Male,Construction,1360.2
2017,Queensland,Male,Wholesale Trade,1200.9
2017,Queensland,Male,Retail Trade,847
2017,Queensland,Male,Accommodation and Food Services,599.7
2017,Queensland,Male,"Transport, Postal and Warehousing",1339.7
2017,Queensland,Male,Information Media and Telecommunications,1385.8
2017,Queensland,Male,Financial and Insurance Services,1640.2
2017,Queensland,Male,"Rental, Hiring and Real Estate Services",1049.1
2017,Queensland,Male,"Professional, Scientific and Technical Services",1513.9
2017,Queensland,Male,Administrative and Support Services,871.7
2017,Queensland,Male,Public Administration and Safety,1500
2017,Queensland,Male,Education and Training,1509.2
2017,Queensland,Male,Health Care and Social Assistance,1142.6
2017,Queensland,Male,Arts and Recreation Services,1000
2017,Queensland,Male,Other Services,1125.6
2017,Queensland,Female,"Agriculture, Forestry and Fishing",613.7
2017,Queensland,Female,Mining,0
2017,Queensland,Female,Manufacturing,946.4
2017,Queensland,Female,"Electricity, Gas, Water and Waste Services",0
2017,Queensland,Female,Construction,999.4
2017,Queensland,Female,Wholesale Trade,1013.5
2017,Queensland,Female,Retail Trade,600
2017,Queensland,Female,Accommodation and Food Services,500
2017,Queensland,Female,"Transport, Postal and Warehousing",959
2017,Queensland,Female,Information Media and Telecommunications,1152
2017,Queensland,Female,Financial and Insurance Services,1064.9
2017,Queensland,Female,"Rental, Hiring and Real Estate Services",1000
2017,Queensland,Female,"Professional, Scientific and Technical Services",984.2
2017,Queensland,Female,Administrative and Support Services,803.3
2017,Queensland,Female,Public Administration and Safety,1241.6
2017,Queensland,Female,Education and Training,1000
2017,Queensland,Female,Health Care and Social Assistance,900
2017,Queensland,Female,Arts and Recreation Services,650
2017,Queensland,Female,Other Services,811.6
2017,South Australia,Male,"Agriculture, Forestry and Fishing",900
2017,South Australia,Male,Mining,1729.7
2017,South Australia,Male,Manufacturing,1060.7
2017,South Australia,Male,"Electricity, Gas, Water and Waste Services",1521.2
2017,South Australia,Male,Construction,1177.2
2017,South Australia,Male,Wholesale Trade,1150.6
2017,South Australia,Male,Retail Trade,903.9
2017,South Australia,Male,Accommodation and Food Services,700
2017,South Australia,Male,"Transport, Postal and Warehousing",1259.7
2017,South Australia,Male,Information Media and Telecommunications,1055.2
2017,South Australia,Male,Financial and Insurance Services,1200
2017,South Australia,Male,"Rental, Hiring and Real Estate Services",0
2017,South Australia,Male,"Professional, Scientific and Technical Services",1265
2017,South Australia,Male,Administrative and Support Services,819.9
2017,South Australia,Male,Public Administration and Safety,1437.7
2017,South Australia,Male,Education and Training,1300
2017,South Australia,Male,Health Care and Social Assistance,1250
2017,South Australia,Male,Arts and Recreation Services,479.8
2017,South Australia,Male,Other Services,1003.1
2017,South Australia,Female,"Agriculture, Forestry and Fishing",0
2017,South Australia,Female,Mining,0
2017,South Australia,Female,Manufacturing,793.1
2017,South Australia,Female,"Electricity, Gas, Water and Waste Services",0
2017,South Australia,Female,Construction,0
2017,South Australia,Female,Wholesale Trade,0
2017,South Australia,Female,Retail Trade,650
2017,South Australia,Female,Accommodation and Food Services,271.5
2017,South Australia,Female,"Transport, Postal and Warehousing",814.1
2017,South Australia,Female,Information Media and Telecommunications,0
2017,South Australia,Female,Financial and Insurance Services,863.4
2017,South Australia,Female,"Rental, Hiring and Real Estate Services",0
2017,South Australia,Female,"Professional, Scientific and Technical Services",850
2017,South Australia,Female,Administrative and Support Services,802.7
2017,South Australia,Female,Public Administration and Safety,1312.2
2017,South Australia,Female,Education and Training,1083.6
2017,South Australia,Female,Health Care and Social Assistance,900
2017,South Australia,Female,Arts and Recreation Services,500
2017,South Australia,Female,Other Services,600
2017,Western Australia,Male,"Agriculture, Forestry and Fishing",913.9
2017,Western Australia,Male,Mining,2301
2017,Western Australia,Male,Manufacturing,1400
2017,Western Australia,Male,"Electricity, Gas, Water and Waste Services",1800.3
2017,Western Australia,Male,Construction,1381.5
2017,Western Australia,Male,Wholesale Trade,1238.3
2017,Western Australia,Male,Retail Trade,893.2
2017,Western Australia,Male,Accommodation and Food Services,748.1
2017,Western Australia,Male,"Transport, Postal and Warehousing",1268.9
2017,Western Australia,Male,Information Media and Telecommunications,0
2017,Western Australia,Male,Financial and Insurance Services,1893.9
2017,Western Australia,Male,"Rental, Hiring and Real Estate Services",1150
2017,Western Australia,Male,"Professional, Scientific and Technical Services",1790.2
2017,Western Australia,Male,Administrative and Support Services,1498.9
2017,Western Australia,Male,Public Administration and Safety,1687.3
2017,Western Australia,Male,Education and Training,1577.3
2017,Western Australia,Male,Health Care and Social Assistance,1342.1
2017,Western Australia,Male,Arts and Recreation Services,776.7
2017,Western Australia,Male,Other Services,1226.8
2017,Western Australia,Female,"Agriculture, Forestry and Fishing",0
2017,Western Australia,Female,Mining,1841.8
2017,Western Australia,Female,Manufacturing,1004
2017,Western Australia,Female,"Electricity, Gas, Water and Waste Services",0
2017,Western Australia,Female,Construction,802.7
2017,Western Australia,Female,Wholesale Trade,778.3
2017,Western Australia,Female,Retail Trade,540
2017,Western Australia,Female,Accommodation and Food Services,400
2017,Western Australia,Female,"Transport, Postal and Warehousing",1019.8
2017,Western Australia,Female,Information Media and Telecommunications,0
2017,Western Australia,Female,Financial and Insurance Services,1073
2017,Western Australia,Female,"Rental, Hiring and Real Estate Services",1174
2017,Western Australia,Female,"Professional, Scientific and Technical Services",1262.8
2017,Western Australia,Female,Administrative and Support Services,843
2017,Western Australia,Female,Public Administration and Safety,1246.6
2017,Western Australia,Female,Education and Training,1000
2017,Western Australia,Female,Health Care and Social Assistance,1000
2017,Western Australia,Female,Arts and Recreation Services,532.2
2017,Western Australia,Female,Other Services,435.5
2017,Tasmania,Male,"Agriculture, Forestry and Fishing",1022.3
2017,Tasmania,Male,Mining,1998.6
2017,Tasmania,Male,Manufacturing,1150
2017,Tasmania,Male,"Electricity, Gas, Water and Waste Services",1849.7
2017,Tasmania,Male,Construction,1189.1
2017,Tasmania,Male,Wholesale Trade,950.2
2017,Tasmania,Male,Retail Trade,857.8
2017,Tasmania,Male,Accommodation and Food Services,408.9
2017,Tasmania,Male,"Transport, Postal and Warehousing",1110.6
2017,Tasmania,Male,Information Media and Telecommunications,0
2017,Tasmania,Male,Financial and Insurance Services,0
2017,Tasmania,Male,"Rental, Hiring and Real Estate Services",0
2017,Tasmania,Male,"Professional, Scientific and Technical Services",1381
2017,Tasmania,Male,Administrative and Support Services,0
2017,Tasmania,Male,Public Administration and Safety,1297.1
2017,Tasmania,Male,Education and Training,1498.2
2017,Tasmania,Male,Health Care and Social Assistance,1263.3
2017,Tasmania,Male,Arts and Recreation Services,940.2
2017,Tasmania,Male,Other Services,975.7
2017,Tasmania,Female,"Agriculture, Forestry and Fishing",0
2017,Tasmania,Female,Mining,0
2017,Tasmania,Female,Manufacturing,605.8
2017,Tasmania,Female,"Electricity, Gas, Water and Waste Services",0
2017,Tasmania,Female,Construction,0
2017,Tasmania,Female,Wholesale Trade,0
2017,Tasmania,Female,Retail Trade,469.5
2017,Tasmania,Female,Accommodation and Food Services,385.1
2017,Tasmania,Female,"Transport, Postal and Warehousing",0
2017,Tasmania,Female,Information Media and Telecommunications,0
2017,Tasmania,Female,Financial and Insurance Services,1036.5
2017,Tasmania,Female,"Rental, Hiring and Real Estate Services",0
2017,Tasmania,Female,"Professional, Scientific and Technical Services",744.6
2017,Tasmania,Female,Administrative and Support Services,0
2017,Tasmania,Female,Public Administration and Safety,1150
2017,Tasmania,Female,Education and Training,1066.5
2017,Tasmania,Female,Health Care and Social Assistance,850
2017,Tasmania,Female,Arts and Recreation Services,0
2017,Tasmania,Female,Other Services,423
2017,Northern Territory,Male,"Agriculture, Forestry and Fishing",0
2017,Northern Territory,Male,Mining,2864
2017,Northern Territory,Male,Manufacturing,1621.3
2017,Northern Territory,Male,"Electricity, Gas, Water and Waste Services",0
2017,Northern Territory,Male,Construction,1505.6
2017,Northern Territory,Male,Wholesale Trade,0
2017,Northern Territory,Male,Retail Trade,794.8
2017,Northern Territory,Male,Accommodation and Food Services,899.8
2017,Northern Territory,Male,"Transport, Postal and Warehousing",1400
2017,Northern Territory,Male,Information Media and Telecommunications,0
2017,Northern Territory,Male,Financial and Insurance Services,0
2017,Northern Territory,Male,"Rental, Hiring and Real Estate Services",0
2017,Northern Territory,Male,"Professional, Scientific and Technical Services",1823.7
2017,Northern Territory,Male,Administrative and Support Services,0
2017,Northern Territory,Male,Public Administration and Safety,1500
2017,Northern Territory,Male,Education and Training,1811.8
2017,Northern Territory,Male,Health Care and Social Assistance,1427.8
2017,Northern Territory,Male,Arts and Recreation Services,0
2017,Northern Territory,Male,Other Services,950.9
2017,Northern Territory,Female,"Agriculture, Forestry and Fishing",0
2017,Northern Territory,Female,Mining,0
2017,Northern Territory,Female,Manufacturing,0
2017,Northern Territory,Female,"Electricity, Gas, Water and Waste Services",0
2017,Northern Territory,Female,Construction,0
2017,Northern Territory,Female,Wholesale Trade,0
2017,Northern Territory,Female,Retail Trade,736.1
2017,Northern Territory,Female,Accommodation and Food Services,543.7
2017,Northern Territory,Female,"Transport, Postal and Warehousing",0
2017,Northern Territory,Female,Information Media and Telecommunications,0
2017,Northern Territory,Female,Financial and Insurance Services,0
2017,Northern Territory,Female,"Rental, Hiring and Real Estate Services",0
2017,Northern Territory,Female,"Professional, Scientific and Technical Services",1223.6
2017,Northern Territory,Female,Administrative and Support Services,0
2017,Northern Territory,Female,Public Administration and Safety,1306.4
2017,Northern Territory,Female,Education and Training,1117.4
2017,Northern Territory,Female,Health Care and Social Assistance,1201.4
2017,Northern Territory,Female,Arts and Recreation Services,0
2017,Northern Territory,Female,Other Services,0
2017,Australian Capital Territory,Male,"Agriculture, Forestry and Fishing",0
2017,Australian Capital Territory,Male,Mining,0
2017,Australian Capital Territory,Male,Manufacturing,0
2017,Australian Capital Territory,Male,"Electricity, Gas, Water and Waste Services",0
2017,Australian Capital Territory,Male,Construction,1500
2017,Australian Capital Territory,Male,Wholesale Trade,0
2017,Australian Capital Territory,Male,Retail Trade,693.1
2017,Australian Capital Territory,Male,Accommodation and Food Services,834.6
2017,Australian Capital Territory,Male,"Transport, Postal and Warehousing",0
2017,Australian Capital Territory,Male,Information Media and Telecommunications,0
2017,Australian Capital Territory,Male,Financial and Insurance Services,0
2017,Australian Capital Territory,Male,"Rental, Hiring and Real Estate Services",0
2017,Australian Capital Territory,Male,"Professional, Scientific and Technical Services",2037.6
2017,Australian Capital Territory,Male,Administrative and Support Services,0
2017,Australian Capital Territory,Male,Public Administration and Safety,1750
2017,Australian Capital Territory,Male,Education and Training,1799.2
2017,Australian Capital Territory,Male,Health Care and Social Assistance,1076.3
2017,Australian Capital Territory,Male,Arts and Recreation Services,0
2017,Australian Capital Territory,Male,Other Services,0
2017,Australian Capital Territory,Female,"Agriculture, Forestry and Fishing",0
2017,Australian Capital Territory,Female,Mining,0
2017,Australian Capital Territory,Female,Manufacturing,0
2017,Australian Capital Territory,Female,"Electricity, Gas, Water and Waste Services",0
2017,Australian Capital Territory,Female,Construction,0
2017,Australian Capital Territory,Female,Wholesale Trade,0
2017,Australian Capital Territory,Female,Retail Trade,403.9
2017,Australian Capital Territory,Female,Accommodation and Food Services,309.4
2017,Australian Capital Territory,Female,"Transport, Postal and Warehousing",0
2017,Australian Capital Territory,Female,Information Media and Telecommunications,0
2017,Australian Capital Territory,Female,Financial and Insurance Services,0
2017,Australian Capital Territory,Female,"Rental, Hiring and Real Estate Services",0
2017,Australian Capital Territory,Female,"Professional, Scientific and Technical Services",1412.5
2017,Australian Capital Territory,Female,Administrative and Support Services,0
2017,Australian Capital Territory,Female,Public Administration and Safety,1431.2
2017,Australian Capital Territory,Female,Education and Training,1164.9
2017,Australian Capital Territory,Female,Health Care and Social Assistance,1050
2017,Australian Capital Territory,Female,Arts and Recreation Services,0
2017,Australian Capital Territory,Female,Other Services,0
2017,Total,Male,"Agriculture, Forestry and Fishing",920.4
2017,Total,Male,Mining,2210.8
2017,Total,Male,Manufacturing,1170.6
2017,Total,Male,"Electricity, Gas, Water and Waste Services",1608.2
2017,Total,Male,Construction,1246
2017,Total,Male,Wholesale Trade,1200
2017,Total,Male,Retail Trade,850
2017,Total,Male,Accommodation and Food Services,659.8
2017,Total,Male,"Transport, Postal and Warehousing",1250
2017,Total,Male,Information Media and Telecommunications,1581.8
2017,Total,Male,Financial and Insurance Services,1807.6
2017,Total,Male,"Rental, Hiring and Real Estate Services",1251
2017,Total,Male,"Professional, Scientific and Technical Services",1726.7
2017,Total,Male,Administrative and Support Services,969.1
2017,Total,Male,Public Administration and Safety,1500
2017,Total,Male,Education and Training,1430.8
